# fragment_index page_index starting_height ending_height measure_number
1 1 0 1683 0
2 1 1683 end 3
3 2 0 1942 10
4 2 1942 end 18
5 3 0 1854 26
6 3 1854 end 34
7 4 0 1749 42

# time time_gb measure_number
0:00 0:00 0
0:03.652 0:03.637 3
0:10.214 0:10.191 10
0:17.713 0:17.682 18
0:25.214 0:25.185 26
0:32.713 0:32.7 34
0:40.213 0:40.203 42
0:47.713 0:47.702 0
0:48.651 0:48.505 3
0:55.214 0:55.183 10
