# fragment_index page_index starting_height ending_height measure_number
1 1 0 1656 1
2 1 1656 end 10
3 2 0 1777 23
4 2 1749 end 39
5 3 0 1194 55
6 3 1194 2387 65

# time time_gb measure_number
0:00 0:00 1
0:10.98 0:11.004 10
0:26.558 0:26.602 23
0:45.726 0:45.801 39
1:04.894 1:05.001 55
1:16.874 1:17.002 65
1:28.855 1:29.002 1
- 1:37.405 10
