# fragment_index page_index starting_height ending_height measure_number
1 1 0 1403 0
2 1 1403 end 6
3 2 0 2343 17
4 2 2343 end 30
5 3 0 1194 36
6 3 1194 end 40
7 4 0 1183 44
8 4 1183 end 46
9 5 0 2294 50
10 5 2294 end 54

# time time_gb measure_number
0:00 0:00 0
0:05.825 0:05.827 6
0:18.147 0:18.15 17
0:32.077 0:32.079 30
0:38.51 0:38.507 36
0:42.789 0:42.792 40
0:47.075 0:47.078 44
0:49.218 0:49.222 46
0:53.504 0:53.506 50
0:57.79 0:57.791 54
1:02.075 1:02.079 0
1:04.218 1:04.22 6
